   3.7000000e+01   1.2017308e-03  -6.3901673e-06  -1.3062816e-06
   3.8000000e+01   1.9172478e-04   2.9231401e-04   6.8735230e-07
   3.9000000e+01   2.9841592e-04  -5.5448459e-05  -1.5180231e-06
   4.0000000e+01   1.5322827e-05  -2.9549758e-04   7.2859479e-07
   4.1000000e+01   2.0854897e-04  -4.9120233e-04   3.7059467e-07
   4.2000000e+01  -1.1896324e-04   7.9015101e-04   5.7197867e-08
   4.3000000e+01   3.4169331e-04  -6.4951735e-05   5.2801640e-07
   4.4000000e+01   2.7596122e-04   3.3646685e-04  -3.1527339e-07
   4.5000000e+01   5.0735200e-04  -7.2568246e-04   1.7068035e-07
   4.6000000e+01   6.6928262e-04   1.7373334e-04   5.8313358e-07
   4.7000000e+01   1.1801897e-05   3.1909929e-04  -5.7897691e-07
   4.8000000e+01   7.0801034e-04   4.3797713e-04   1.3809268e-06
   4.9000000e+01   2.3329605e-04   2.2627631e-04   3.1830407e-07
   5.0000000e+01   8.2935628e-04  -7.0605914e-04  -1.6715540e-06
   5.1000000e+01   7.5670127e-04   1.0074138e-03  -1.9977382e-07
   5.2000000e+01   7.9152537e-04   1.1180773e-03   1.9469598e-07
   5.3000000e+01   6.7789191e-05   5.9122397e-05  -2.5112953e-07
   5.4000000e+01   5.6946955e-04   1.8174113e-04   2.0423091e-06
   5.5000000e+01   1.1412752e-04  -3.6342403e-05   5.4951967e-07
   5.6000000e+01   3.4412437e-04   4.3501051e-04  -2.0888764e-06
   5.7000000e+01   1.8999899e-04  -4.8341019e-04   1.9033876e-07
   5.8000000e+01   5.5599563e-04   7.2183161e-04   7.5796775e-07
   5.9000000e+01   4.4363102e-04   5.6017504e-04  -5.1661297e-08
   6.0000000e+01   2.3459944e-04   6.5817899e-04   1.0922839e-06
   6.1000000e+01   6.1667911e-05  -4.6891190e-04   3.1415698e-01
   6.2000000e+01  -3.9903143e-04  -1.5002876e-04   3.1415972e-01
   6.3000000e+01  -6.0336364e-05   2.1586624e-04   3.1415964e-01
   6.4000000e+01  -3.0448434e-04  -9.0099928e-05   3.1415852e-01
   6.5000000e+01  -7.0715768e-05   7.4300232e-05   3.1416006e-01
   6.6000000e+01   4.7011581e-05   5.2772420e-04   3.4532701e-07
   6.7000000e+01   3.2674234e-04   6.4001296e-04   2.1451609e-06
   6.8000000e+01   8.3693313e-04  -3.8361353e-04   5.3491186e-07
   6.9000000e+01  -2.4873773e-04  -5.5431852e-04  -1.2057089e-06
   7.0000000e+01  -6.2276487e-04  -2.0251001e-04   1.3592969e-06
   7.1000000e+01   5.9405187e-05   1.3222888e-03   3.9581707e-07
   7.2000000e+01   6.5159892e-04   1.9160243e-04  -2.7457835e-07
   7.3000000e+01  -6.3347203e-05   3.1432662e-04  -1.4779353e-06
   7.4000000e+01  -9.0026595e-05  -1.7768983e-04   1.7333832e-07
   7.5000000e+01   8.5636073e-04   1.1130116e-03  -1.7507022e-06
   7.6000000e+01   3.8869893e-04  -1.1640594e-05  -1.0764781e-06
   7.7000000e+01   2.9135209e-04   6.1254242e-05   5.6118812e-08
   7.8000000e+01   5.5740231e-04  -1.2419221e-04  -1.4771060e-07
   7.9000000e+01  -4.3014289e-04   9.6698981e-05   9.9385180e-07
   8.0000000e+01  -4.4827935e-04   4.0634039e-04  -1.3470000e-06
   8.1000000e+01   3.3759770e-04   6.9883339e-05  -2.7352866e-07
   8.2000000e+01  -3.9155551e-04  -1.1442743e-04  -1.8802132e-07
   8.3000000e+01   2.7867155e-04   1.7347465e-04  -6.3622962e-07
   8.4000000e+01   7.8142187e-04   1.7221463e-04  -7.7089687e-07
   8.5000000e+01  -5.3458850e-05   2.1976053e-04   9.3400418e-07
   8.6000000e+01   8.0172989e-05   5.9862623e-04   2.3152446e-07
   8.7000000e+01   2.4669596e-05  -7.6888883e-05   1.8234405e-07
   8.8000000e+01   2.0866919e-04  -1.1199624e-04  -7.8934265e-07
   8.9000000e+01   4.6565128e-04   4.5866557e-04  -3.0640040e-07
   9.0000000e+01   5.8045108e-04   1.1002374e-04  -1.1050269e-07
   9.1000000e+01   7.4392869e-04   3.4031605e-05   3.1415723e-01
   9.2000000e+01  -2.6555206e-04   3.6633950e-04   3.1415905e-01
   9.3000000e+01   1.3505361e-03  -3.1603065e-04   3.1415903e-01
   9.4000000e+01   2.6610028e-04  -2.9953177e-04   3.1416035e-01
   9.5000000e+01   5.4757246e-04   8.6714426e-04   3.1415996e-01
   9.6000000e+01  -1.1700673e-03  -1.3682126e-04   3.1679043e-07
   9.7000000e+01  -7.6027577e-05   3.6334818e-04  -6.1237865e-08
   9.8000000e+01   3.1001286e-05   2.7722250e-04   5.1797374e-07
   9.9000000e+01   7.0723842e-04  -1.0757805e-04  -5.6677244e-07
   1.0000000e+02  -3.8257209e-05   5.8915840e-04   1.5776269e-06
   1.0100000e+02   6.7228841e-04   7.8640551e-04   2.5427537e-07
   1.0200000e+02  -7.0682336e-05   5.2189914e-04   1.7313798e-06
   1.0300000e+02   4.5242380e-04   6.2168458e-04  -1.5384978e-06
   1.0400000e+02   4.7842237e-04   1.8843122e-04   5.5832857e-07
   1.0500000e+02   7.6071370e-04  -5.7649507e-06   1.5109348e-06
   1.0600000e+02  -1.2735743e-04   2.6633268e-04   3.1195563e-07
   1.0700000e+02   6.7672923e-04   1.2074147e-04  -9.3087415e-07
   1.0800000e+02   8.1664565e-04   3.9505717e-04  -1.9086779e-06
   1.0900000e+02   3.7796897e-04  -4.3023472e-04   7.9591599e-07
   1.1000000e+02   8.0486663e-04   1.7688885e-04  -9.0339336e-07
   1.1100000e+02   7.4077194e-04   4.5718680e-05  -8.1347195e-07
   1.1200000e+02  -2.5470822e-04  -3.3705921e-04   2.8077919e-07
   1.1300000e+02   1.1730147e-04   5.6539376e-04  -5.1693965e-08
   1.1400000e+02   1.6612541e-04  -4.3858621e-04  -7.7046391e-07
   1.1500000e+02  -5.2497082e+00   7.8741945e-05   1.2800468e-06
   1.1600000e+02  -5.2504826e+00   1.7752082e-04   1.1957557e-07
   1.1700000e+02  -5.2500389e+00   2.9480113e-04   1.6662675e-06
   1.1800000e+02  -3.1501702e+00   1.0964739e-04  -1.4140805e-06
   1.1900000e+02  -3.1494588e+00  -2.3242185e-04  -8.5319423e-07
   1.2000000e+02  -3.1491808e+00   5.7936812e-04  -7.5097019e-07
   1.2100000e+02  -2.0993434e+00  -1.3638426e-05   1.1102735e-07
   1.2200000e+02  -2.0990163e+00   1.1528653e-03  -4.3815189e-07
   1.2300000e+02  -2.0997620e+00   6.6563628e-04   6.1251186e-07
   1.2400000e+02   1.5679129e-04   1.6621209e-04  -7.7902849e-07
